index,word,levelNumber,context,writtenFrequencyPerMillion,spokenFrequencyPerMillion,frequencyPerMillion,zhuyin,pinyin
12111,平順,7,,4,1,5,ㄆㄧㄥˊ ㄕㄨㄣˋ,píng shùn
12112,平素,7,,3,0,3,ㄆㄧㄥˊ ㄙㄨˋ,píng sù
12113,平心靜氣,7,,3,1,4,ㄆㄧㄥˊ ㄒㄧㄣ ㄐㄧㄥˋ ㄑㄧˋ,píng xīn jìng qì
12114,平易近人,7,,2,1,3,ㄆㄧㄥˊ ㄧˋ ㄐㄧㄣˋ ㄖㄣˊ,píng yì jìn rén
12115,平庸,7,,7,2,9,ㄆㄧㄥˊ ㄩㄥ,píng yōng
12116,屏障,7,,5,6,11,ㄆㄧㄥˊ ㄓㄤˋ,píng zhàng
12117,破案,7,,4,4,8,ㄆㄛˋ ㄢˋ,pò àn
12118,破敗,7,,3,2,5,ㄆㄛˋ ㄅㄞˋ,pò bài
12119,迫不得已,7,,3,1,4,ㄆㄛˋ ㄅㄨˋ ㄉㄜˊ ㄧˇ,pò bù dé yǐ
12120,頗負盛名,7,,0,0,0,ㄆㄛˇㄈㄨˋㄕㄥˋ ㄇㄧㄥˊ,pǒ fù shèng míng
12121,破獲,7,,1,1,2,ㄆㄛˋ ㄏㄨㄛˋ,pò huò
12122,破口大罵,7,,4,1,5,ㄆㄛˋ ㄎㄡˇ ㄉㄚˋ ㄇㄚˋ,pò kǒu dà mà
12123,破例,7,,3,1,4,ㄆㄛˋ ㄌㄧˋ,pò lì
12124,破滅,7,,6,2,8,ㄆㄛˋ ㄇㄧㄝˋ,pò miè
12125,破曉,7,,3,1,4,ㄆㄛˋ ㄒㄧㄠˇ,pò xiǎo
12126,迫在眉睫,7,,3,2,5,ㄆㄛˋ ㄗㄞˋ ㄇㄟˊ ㄐㄧㄝˊ,pò zài méi jié
12127,破綻,7,,5,0,5,ㄆㄛˋ ㄓㄢˋ,pò zhàn
12128,剖,7,,2,1,3,ㄆㄡˇ,pǒu
12129,剖開,7,,3,2,5,ㄆㄡˇ ㄎㄞ,pǒu kāi
12130,剖析,7,,6,9,15,ㄆㄡˇ ㄒㄧ,pǒu xī
12131,迫於,7,,3,1,4,ㄆㄛˋㄩˊ,pòyú
12132,噗,7,,4,3,7,ㄆㄨ,pū
12133,撲鼻,7,,4,2,6,ㄆㄨ ㄅㄧˊ,pū bí
12134,鋪陳/舖陳,7,,6,1,7,ㄆㄨ ㄔㄣˊ,pū chén
12135,撲克牌,7,,4,2,6,ㄆㄨ ㄎㄜˋ ㄆㄞˊ,pū kè pái
12136,鋪路/舖路,7,,4,2,6,ㄆㄨ ㄌㄨˋ,pū lù
12137,撲滅,7,,4,5,9,ㄆㄨ ㄇㄧㄝˋ,pū miè
12138,鋪設/舖設,7,,5,8,13,ㄆㄨ ㄕㄜˋ,pū shè
12139,撲通,7,,4,0,4,ㄆㄨ ㄊㄨㄥ,pū tōng
12140,柒,7,,1,0,1,ㄑㄧ,qī
12141,齊備,7,,2,1,3,ㄑㄧˊ ㄅㄟˋ,qí bèi
12142,悽慘,7,,3,2,5,ㄑㄧ ㄘㄢˇ,qī cǎn
12143,淒慘,7,,4,1,5,ㄑㄧ ㄘㄢˇ,qī cǎn
12144,起草,7,,4,1,5,ㄑㄧˇ ㄘㄠˇ,qǐ cǎo
12145,啟齒,7,,3,1,4,ㄑㄧˇ ㄔˇ,qǐ chǐ
12146,啟迪,7,,3,1,4,ㄑㄧˇ ㄉㄧˊ,qǐ dí
12147,氣度,7,,5,1,6,ㄑㄧˋ ㄉㄨˋ,qì dù
12148,祈福,7,,4,13,17,ㄑㄧˊ ㄈㄨˊ,qí fú
12149,奇觀,7,,4,2,6,ㄑㄧˊ ㄍㄨㄢ,qí guān
12150,契合,7,,5,4,9,ㄑㄧˋ ㄏㄜˊ,qì hé
12151,奇幻,7,,4,3,7,ㄑㄧˊ ㄏㄨㄢˋ,qí huàn
12152,期貨,7,,3,1,4,ㄑㄧˊ ㄏㄨㄛˋ,qí huò
12153,氣急敗壞,7,,4,0,4,ㄑㄧˋ ㄐㄧˊ ㄅㄞˋ ㄏㄨㄞˋ,qì jí bài huài
12154,歧見,7,,3,2,5,ㄑㄧˊ ㄐㄧㄢˋ,qí jiàn
12155,奇景,7,,3,4,7,ㄑㄧˊ ㄐㄧㄥˇ,qí jǐng
12156,起居室,7,,4,0,4,ㄑㄧˇ ㄐㄩ ㄕˋ,qǐ jū shì
12157,起立,7,,5,4,9,ㄑㄧˇ ㄌㄧˋ,qǐ lì
12158,淒厲,7,,2,1,3,ㄑㄧ ㄌㄧˋ,qī lì
12159,欺凌,7,,3,0,3,ㄑㄧ ㄌㄧㄥˊ,qī líng
12160,起落,7,,3,2,5,ㄑㄧˇ ㄌㄨㄛˋ,qǐ luò
12161,期滿,7,,3,1,4,ㄑㄧˊ ㄇㄢˇ,qí mǎn
12162,欺瞞,7,,3,0,3,ㄑㄧ ㄇㄢˊ,qī mán
12163,器皿,7,,4,3,7,ㄑㄧˋ ㄇㄧㄣˇ,qì mǐn
12164,氣惱,7,,3,1,4,ㄑㄧˋ ㄋㄠˇ,qì nǎo
12165,企盼,7,,2,1,3,ㄑㄧˋ ㄆㄢˋ,qì pàn
12166,氣魄,7,,4,1,5,ㄑㄧˋ ㄆㄛˋ,qì pò
12167,氣球,7,,11,6,17,ㄑㄧˋ ㄑㄧㄡˊ,qì qiú
12168,乞求,7,,4,1,5,ㄑㄧˇ ㄑㄧㄡˊ,qǐ qiú
12169,崎嶇,7,,6,8,14,ㄑㄧˊ ㄑㄩ,qí qū
12170,起色,7,,4,1,5,ㄑㄧˇ ㄙㄜˋ,qǐ sè
12171,棲身,7,,3,5,8,ㄑㄧ ㄕㄣ,qī shēn
12172,奇事,7,,3,0,3,ㄑㄧˊ ㄕˋ,qí shì
12173,啟事,7,,4,1,5,ㄑㄧˇ ㄕˋ,qǐ shì
12174,起司,7,,5,4,9,ㄑㄧˇ ㄙ,qǐ sī
12175,起死回生,7,,4,3,7,ㄑㄧˇ ㄙˇ ㄏㄨㄟˊ ㄕㄥ,qǐ sǐ huí shēng
12176,乞討,7,,3,3,6,ㄑㄧˇ ㄊㄠˇ,qǐ tǎo
12177,起頭,7,,4,5,9,ㄑㄧˇ ㄊㄡˊ,qǐ tóu
12178,起舞,7,,7,0,7,ㄑㄧˇ ㄨˇ,qǐ wǔ
12179,棲息,7,,7,19,26,ㄑㄧ ㄒㄧˊ,qī xí
12180,器械,7,,4,2,6,ㄑㄧˋ ㄒㄧㄝˋ,qì xiè
12181,齊心,7,,2,5,7,ㄑㄧˊ ㄒㄧㄣ,qí xīn
12182,氣壓,7,,3,3,6,ㄑㄧˋ ㄧㄚ,qì yā
12183,欺壓,7,,4,1,5,ㄑㄧ ㄧㄚ,qī yā
12184,起疑,7,,4,0,4,ㄑㄧˇ ㄧˊ,qǐ yí
12185,起義,7,,14,2,16,ㄑㄧˇ ㄧˋ,qǐ yì
12186,起因,7,,6,1,7,ㄑㄧˇ ㄧㄣ,qǐ yīn
12187,啟用,7,,3,13,16,ㄑㄧˇ ㄩㄥˋ,qǐ yòng
12188,起用,7,,3,1,4,ㄑㄧˇ ㄩㄥˋ,qǐ yòng
12189,奇遇,7,,4,1,5,ㄑㄧˊ ㄩˋ,qí yù
12190,豈止,7,,3,1,4,ㄑㄧˇ ㄓˇ,qǐ zhǐ
12191,器重,7,,3,0,3,ㄑㄧˋ ㄓㄨㄥˋ,qì zhòng
12192,恰如其分,7,,2,0,2,ㄑㄧㄚˋ ㄖㄨˊ ㄑㄧˊ ㄈㄣˋ,qià rú qí fèn
12193,乾2,7,,50,99,149,ㄑㄧㄢˊ,qián
12194,嵌,7,,5,1,6,ㄑㄧㄢ,qiān
12195,牽絆,7,,2,2,4,ㄑㄧㄢ ㄅㄢˋ,qiān bàn
12196,謙卑,7,,6,15,21,ㄑㄧㄢ ㄅㄟ,qiān bēi
12197,錢幣,7,,3,2,5,ㄑㄧㄢˊ ㄅㄧˋ,qián bì
12198,淺薄,7,,4,1,5,ㄑㄧㄢˇ ㄅㄛˊ,qiǎn bó
12199,牽扯,7,,4,1,5,ㄑㄧㄢ ㄔㄜˇ,qiān chě
12200,千方百計,7,,5,1,6,ㄑㄧㄢ ㄈㄤ ㄅㄞˇ ㄐㄧˋ,qiān fāng bǎi jì
12201,潛伏,7,,6,2,8,ㄑㄧㄢˊ ㄈㄨˊ,qián fú
12202,前功盡棄,7,,2,1,3,ㄑㄧㄢˊ ㄍㄨㄥ ㄐㄧㄣˋ ㄑㄧˋ,qián gōng jìn qì
12203,牽掛,7,,4,4,8,ㄑㄧㄢ ㄍㄨㄚˋ,qiān guà
12204,謙和,7,,2,1,3,ㄑㄧㄢ ㄏㄜˊ,qiān hé
12205,欠佳,7,,3,2,5,ㄑㄧㄢˋ ㄐㄧㄚ,qiàn jiā
12206,歉疚,7,,3,1,4,ㄑㄧㄢˋ ㄐㄧㄡˋ,qiàn jiù
12207,遷就,7,,3,1,4,ㄑㄧㄢ ㄐㄧㄡˋ,qiān jiù
12208,遷居,7,,4,2,6,ㄑㄧㄢ ㄐㄩ,qiān jū
12209,千鈞一髮,7,,2,1,3,ㄑㄧㄢ ㄐㄩㄣ ㄧˋ ㄈㄚˇ,qiān jūn yì fǎ
12210,乾坤,7,,5,8,13,ㄑㄧㄢˊ ㄎㄨㄣ,qián kūn
12211,千里迢迢,7,,3,4,7,ㄑㄧㄢ ㄌㄧˇ ㄊㄧㄠˊ ㄊㄧㄠˊ,qiān lǐ tiáo tiáo
12212,遷怒,7,,2,0,2,ㄑㄧㄢ ㄋㄨˋ,qiān nù
12213,千篇一律,7,,3,1,4,ㄑㄧㄢ ㄆㄧㄢ ㄧˊ ㄌㄩˋ,qiān piān yí lǜ
12214,前仆後繼,7,,2,1,3,ㄑㄧㄢˊ ㄆㄨ ㄏㄡˋ ㄐㄧˋ,qián pū hòu jì
12215,千奇百怪,7,,2,1,3,ㄑㄧㄢ ㄑㄧˊ ㄅㄞˇ ㄍㄨㄞˋ,qiān qí bǎi guài
12216,牽強,7,,3,1,4,ㄑㄧㄢ ㄑㄧㄤˇ,qiān qiǎng
12217,千秋,7,,4,1,5,ㄑㄧㄢ ㄑㄧㄡ,qiān qiū
12218,前世,7,,5,2,7,ㄑㄧㄢˊ ㄕˋ,qián shì
12219,前所未見,7,,3,2,5,ㄑㄧㄢˊ ㄙㄨㄛˇ ㄨㄟˋ ㄐㄧㄢˋ,qián suǒ wèi jiàn
12220,前所未有,7,,12,6,18,ㄑㄧㄢˊ ㄙㄨㄛˇ ㄨㄟˋ ㄧㄡˇ,qián suǒ wèi yǒu
12221,前衛,7,,7,2,9,ㄑㄧㄢˊ ㄨㄟˋ,qián wèi
12222,遷徙,7,,7,20,27,ㄑㄧㄢ ㄒㄧˇ,qiān xǐ
12223,淺顯,7,,4,2,6,ㄑㄧㄢˇ ㄒㄧㄢˇ,qiǎn xiǎn
12224,潛心,7,,3,1,4,ㄑㄧㄢˊ ㄒㄧㄣ,qián xīn
12225,謙遜,7,,5,1,6,ㄑㄧㄢ ㄒㄩㄣˋ,qiān xùn
12226,千言萬語,7,,2,1,3,ㄑㄧㄢ ㄧㄢˊ ㄨㄢˋ ㄩˇ,qiān yán wàn yǔ
12227,潛移默化,7,,4,5,9,ㄑㄧㄢˊ ㄧˊ ㄇㄛˋ ㄏㄨㄚˋ,qián yí mò huà
12228,牽引,7,,5,7,12,ㄑㄧㄢ ㄧㄣˇ,qiān yǐn
12229,前因後果,7,,2,2,4,ㄑㄧㄢˊ ㄧㄣ ㄏㄡˋ ㄍㄨㄛˇ,qián yīn hòu guǒ
12230,千載難逢,7,,2,0,2,ㄑㄧㄢ ㄗㄞˇ ㄋㄢˊ ㄈㄥˊ,qiān zǎi nán féng
12231,前瞻,7,,4,1,5,ㄑㄧㄢˊ ㄓㄢ,qián zhān
12232,千真萬確,7,,4,0,4,ㄑㄧㄢ ㄓㄣ ㄨㄢˋ ㄑㄩㄝˋ,qiān zhēn wàn què
12233,前座,7,,3,1,4,ㄑㄧㄢˊ ㄗㄨㄛˋ,qián zuò
12234,嗆,7,,4,4,8,ㄑㄧㄤˋ,qiàng
12235,槍斃,7,,4,0,4,ㄑㄧㄤ ㄅㄧˋ,qiāng bì
12236,強固,7,,3,0,3,ㄑㄧㄤˊ ㄍㄨˋ,qiáng gù
12237,強加,7,,3,1,4,ㄑㄧㄤˊ ㄐㄧㄚ,qiáng jiā
12238,強姦,7,,5,1,6,ㄑㄧㄤˊ ㄐㄧㄢ,qiáng jiān
12239,強勁,7,,6,7,13,ㄑㄧㄤˊ ㄐㄧㄥˋ,qiáng jìng
12240,強求,7,,4,2,6,ㄑㄧㄤˇ ㄑㄧㄡˊ,qiǎng qiú
12241,槍殺,7,,3,2,5,ㄑㄧㄤ ㄕㄚ,qiāng shā
12242,強項,7,,7,1,8,ㄑㄧㄤˊ ㄒㄧㄤˋ,qiáng xiàng
12243,搶眼,7,,3,1,4,ㄑㄧㄤˇ ㄧㄢˇ,qiǎng yǎn
12244,槍枝,7,,4,5,9,ㄑㄧㄤ ㄓ,qiāng zhī
12245,峭壁,7,,6,2,8,ㄑㄧㄠˋ ㄅㄧˋ,qiào bì
12246,敲定,7,,2,2,4,ㄑㄧㄠ ㄉㄧㄥˋ,qiāo dìng
12247,敲擊,7,,4,1,5,ㄑㄧㄠ ㄐㄧˊ,qiāo jí
12248,竅門,7,,3,1,4,ㄑㄧㄠˋ ㄇㄣˊ,qiào mén
12249,橋牌,7,,4,0,4,ㄑㄧㄠˊ ㄆㄞˊ,qiáo pái
12250,俏皮,7,,3,1,4,ㄑㄧㄠˋ ㄆㄧˊ,qiào pí
12251,悄悄話,7,,3,0,3,ㄑㄧㄠˇ ㄑㄧㄠˇ ㄏㄨㄚˋ,qiǎo qiǎo huà
12252,悄然,7,,5,1,6,ㄑㄧㄠˇ ㄖㄢˊ,qiǎo rán
12253,巧思,7,,4,6,10,ㄑㄧㄠˇ ㄙ,qiǎo sī
12254,巧遇,7,,3,3,6,ㄑㄧㄠˇ ㄩˋ,qiǎo yù
12255,敲詐,7,,4,0,4,ㄑㄧㄠ ㄓㄚˋ,qiāo zhà
12256,妾,7,,12,1,13,ㄑㄧㄝˋ,qiè
12257,切磋,7,,3,2,5,ㄑㄧㄝ ㄘㄨㄛ,qiē cuō
12258,鍥而不捨,7,,5,4,9,ㄑㄧㄝˋ ㄦˊ ㄅㄨˋ ㄕㄜˇ,qiè ér bù shě
12259,切割,7,,6,9,15,ㄑㄧㄝ ㄍㄜ,qiē gē
12260,切合,7,,3,1,4,ㄑㄧㄝˋ ㄏㄜˊ,qiè hé
12261,切忌,7,,3,0,3,ㄑㄧㄝˋ ㄐㄧˋ,qiè jì
12262,竊竊私語,7,,4,1,5,ㄑㄧㄝˋ ㄑㄧㄝˋ ㄙ ㄩˇ,qiè qiè sī yǔ
12263,切身,7,,4,2,6,ㄑㄧㄝˋ ㄕㄣ,qiè shēn
12264,切實,7,,5,1,6,ㄑㄧㄝˋ ㄕˊ,qiè shí
12265,切勿,7,,3,0,3,ㄑㄧㄝˋ ㄨˋ,qiè wù
12266,竊喜,7,,1,0,1,ㄑㄧㄝˋ ㄒㄧˇ,qiè xǐ
12267,竊笑,7,,2,0,2,ㄑㄧㄝˋ ㄒㄧㄠˋ,qiè xiào
12268,愜意,7,,5,2,7,ㄑㄧㄝˋ ㄧˋ,qiè yì
12269,竊賊,7,,4,2,6,ㄑㄧㄝˋ ㄗㄟˊ,qiè zéi
12270,擒,7,,7,0,7,ㄑㄧㄣˊ,qín
12271,秦朝,7,,5,1,6,ㄑㄧㄣˊ ㄔㄠˊ,qín cháo
12272,勤儉,7,,3,8,11,ㄑㄧㄣˊ ㄐㄧㄢˇ,qín jiǎn
12273,親臨,7,,4,2,6,ㄑㄧㄣ ㄌㄧㄣˊ,qīn lín
12274,勤勉,7,,3,1,4,ㄑㄧㄣˊ ㄇㄧㄢˇ,qín miǎn
12275,侵擾,7,,4,4,8,ㄑㄧㄣ ㄖㄠˇ,qīn rǎo
12276,侵蝕,7,,6,19,25,ㄑㄧㄣ ㄕˊ,qīn shí
12277,親事,7,,4,0,4,ㄑㄧㄣ ㄕˋ,qīn shì
12278,禽獸,7,,7,1,8,ㄑㄧㄣˊ ㄕㄡˋ,qín shòu
12279,親王,7,,26,2,28,ㄑㄧㄣ ㄨㄤˊ,qīn wáng
12280,勤於,7,,3,2,5,ㄑㄧㄣˊ ㄩˊ,qín yú
12281,親耳,7,,2,0,2,ㄑㄧㄣㄦˇ,qīněr
12282,情不自禁,7,,6,1,7,ㄑㄧㄥˊ ㄅㄨˊ ㄗˋ ㄐㄧㄣ,qíng bú zì jīn
12283,情場,7,,3,1,4,ㄑㄧㄥˊ ㄔㄤˇ,qíng chǎng
12284,清朝,7,,53,14,67,ㄑㄧㄥ ㄔㄠˊ,qīng cháo
12285,青翠,7,,2,3,5,ㄑㄧㄥ ㄘㄨㄟˋ,qīng cuì
12286,傾倒2,7,,4,5,9,ㄑㄧㄥ ㄉㄠˋ,qīng dào
12287,傾倒1,7,,4,5,9,ㄑㄧㄥ ㄉㄠˇ,qīng dǎo
12288,情調,7,,4,1,5,ㄑㄧㄥˊ ㄉㄧㄠˋ,qíng diào
12289,清風,7,,5,2,7,ㄑㄧㄥ ㄈㄥ,qīng fēng
12290,清高,7,,2,1,3,ㄑㄧㄥ ㄍㄠ,qīng gāo
12291,青紅皂白,7,,2,2,4,ㄑㄧㄥ ㄏㄨㄥˊ ㄗㄠˋ ㄅㄞˊ,qīng hóng zào bái
12292,輕忽,7,,5,4,9,ㄑㄧㄥ ㄏㄨ,qīng hū
12293,情懷,7,,9,9,18,ㄑㄧㄥˊ ㄏㄨㄞˊ,qíng huái
12294,情急,7,,3,1,4,ㄑㄧㄥˊ ㄐㄧˊ,qíng jí
12295,輕舉妄動,7,,3,2,5,ㄑㄧㄥ ㄐㄩˇ ㄨㄤˋ ㄉㄨㄥˋ,qīng jǔ wàng dòng
12296,頃刻,7,,4,1,5,ㄑㄧㄥˇ ㄎㄜˋ,qǐng kè
12297,情理,7,,6,1,7,ㄑㄧㄥˊ ㄌㄧˇ,qíng lǐ
12298,清廉,7,,3,1,4,ㄑㄧㄥ ㄌㄧㄢˊ,qīng lián
12299,輕描淡寫,7,,4,3,7,ㄑㄧㄥ ㄇㄧㄠˊ ㄉㄢˋ ㄒㄧㄝˇ,qīng miáo dàn xiě
12300,輕蔑,7,,10,0,10,ㄑㄧㄥ ㄇㄧㄝˋ,qīng miè
12301,傾盆大雨,7,,3,2,5,ㄑㄧㄥ ㄆㄣˊ ㄉㄚˋ ㄩˇ,qīng pén dà yǔ
12302,輕飄飄,7,,2,1,3,ㄑㄧㄥ ㄆㄧㄠ ㄆㄧㄠ,qīng piāo piāo
12303,輕巧,7,,4,4,8,ㄑㄧㄥ ㄑㄧㄠˇ,qīng qiǎo
12304,青澀,7,,2,2,4,ㄑㄧㄥ ㄙㄜˋ,qīng sè
12305,傾身,7,,3,0,3,ㄑㄧㄥ ㄕㄣ,qīng shēn
12306,情事,7,,4,0,4,ㄑㄧㄥˊ ㄕˋ,qíng shì
12307,請示,7,,6,1,7,ㄑㄧㄥˇ ㄕˋ,qǐng shì
12308,青史,7,,2,0,2,ㄑㄧㄥ ㄕˇ,qīng shǐ
12309,清算,7,,3,1,4,ㄑㄧㄥ ㄙㄨㄢˋ,qīng suàn
12310,青苔,7,,3,5,8,ㄑㄧㄥ ㄊㄞˊ,qīng tái
12311,青天,7,,4,0,4,ㄑㄧㄥ ㄊㄧㄢ,qīng tiān
12312,晴天霹靂,7,,2,1,3,ㄑㄧㄥˊ ㄊㄧㄢ ㄆㄧ ㄌㄧˋ,qíng tiān pī lì
12313,傾吐,7,,4,1,5,ㄑㄧㄥ ㄊㄨˇ,qīng tǔ
12314,輕信,7,,2,0,2,ㄑㄧㄥ ㄒㄧㄣˋ,qīng xìn
12315,傾心,7,,3,0,3,ㄑㄧㄥ ㄒㄧㄣ,qīng xīn
12316,清秀,7,,4,1,5,ㄑㄧㄥ ㄒㄧㄡˋ,qīng xiù
12317,傾軋,7,,3,0,3,ㄑㄧㄥ ㄧㄚˋ,qīng yà
12318,輕言,7,,3,1,4,ㄑㄧㄥ ㄧㄢˊ,qīng yán
12319,情意,7,,7,3,10,ㄑㄧㄥˊ ㄧˋ,qíng yì
12320,請益,7,,2,1,3,ㄑㄧㄥˇ ㄧˋ,qǐng yì
12321,清一色,7,,3,1,4,ㄑㄧㄥ ㄧˊ ㄙㄜˋ,qīng yí sè
12322,輕盈,7,,7,2,9,ㄑㄧㄥ ㄧㄥˊ,qīng yíng
12323,情慾/情欲,7,,8,1,9,ㄑㄧㄥˊ ㄩˋ,qíng yù
12324,請願,7,,5,1,6,ㄑㄧㄥˇ ㄩㄢˋ,qǐng yuàn
12325,傾注,7,,3,1,4,ㄑㄧㄥ ㄓㄨˋ,qīng zhù
12326,輕撫,7,,3,1,4,ㄑㄧㄥㄈㄨˇ,qīngfǔ
12327,窮鄉僻壤,7,,2,3,5,ㄑㄩㄥˊ ㄒㄧㄤ ㄆㄧˋ ㄖㄤˇ,qióng xiāng pì rǎng
12328,求教,7,,3,1,4,ㄑㄧㄡˊ ㄐㄧㄠˋ,qiú jiào
12329,丘陵,7,,4,6,10,ㄑㄧㄡ ㄌㄧㄥˊ,qiū líng
12330,求取,7,,4,2,6,ㄑㄧㄡˊ ㄑㄩˇ,qiú qǔ
12331,求饒,7,,4,1,5,ㄑㄧㄡˊ ㄖㄠˊ,qiú ráo
12332,求醫,7,,3,2,5,ㄑㄧㄡˊ ㄧ,qiú yī
12333,蚯蚓,7,,4,12,16,ㄑㄧㄡ ㄧㄣˇ,qiū yǐn
12334,求診,7,,3,4,7,ㄑㄧㄡˊ ㄓㄣˇ,qiú zhěn
12335,求證,7,,4,1,5,ㄑㄧㄡˊ ㄓㄥˋ,qiú zhèng
12336,求之不得,7,,2,1,3,ㄑㄧㄡˊ ㄓ ㄅㄨˋ ㄉㄜˊ,qiú zhī bù dé
12337,驅車,7,,4,1,5,ㄑㄩ ㄔㄜ,qū chē
12338,屈從,7,,3,0,3,ㄑㄩ ㄘㄨㄥˊ,qū cóng
12339,驅趕,7,,4,6,10,ㄑㄩ ㄍㄢˇ,qū gǎn
12340,取暖,7,,4,4,8,ㄑㄩˇ ㄋㄨㄢˇ,qǔ nuǎn
12341,屈辱,7,,7,1,8,ㄑㄩ ㄖㄨˋ,qū rù
12342,驅散,7,,3,1,4,ㄑㄩ ㄙㄢˋ,qū sàn
12343,趣事,7,,3,1,4,ㄑㄩˋ ㄕˋ,qù shì
12344,屈膝,7,,3,0,3,ㄑㄩ ㄒㄧ,qū xī
12345,去向,7,,3,0,3,ㄑㄩˋ ㄒㄧㄤˋ,qù xiàng
12346,取樣,7,,3,2,5,ㄑㄩˇ ㄧㄤˋ,qǔ yàng
12347,曲2,7,,21,10,31,ㄑㄩ,qū/
12348,拳打腳踢,7,,3,0,3,ㄑㄩㄢˊ ㄉㄚˇ ㄐㄧㄠˇ ㄊㄧ,quán dǎ jiǎo tī
12349,勸導,7,,3,3,6,ㄑㄩㄢˋ ㄉㄠˇ,quàn dǎo
12350,權貴,7,,6,0,6,ㄑㄩㄢˊ ㄍㄨㄟˋ,quán guì
12351,權衡,7,,3,1,4,ㄑㄩㄢˊ ㄏㄥˊ,quán héng
12352,拳擊,7,,4,3,7,ㄑㄩㄢˊ ㄐㄧˊ,quán jí
12353,全軍覆沒,7,,4,1,5,ㄑㄩㄢˊ ㄐㄩㄣ ㄈㄨˋ ㄇㄛˋ,quán jūn fù mò
12354,全力以赴,7,,6,7,13,ㄑㄩㄢˊ ㄌㄧˋ ㄧˇ ㄈㄨˋ,quán lì yǐ fù
12355,全貌,7,,4,1,5,ㄑㄩㄢˊ ㄇㄠˋ,quán mào
12356,蜷曲,7,,2,1,3,ㄑㄩㄢˊ ㄑㄩ,quán qū
12357,全盛,7,,3,3,6,ㄑㄩㄢˊ ㄕㄥˋ,quán shèng
12358,蜷縮,7,,3,1,4,ㄑㄩㄢˊ ㄙㄨㄛ,quán suō
12359,圈套,7,,5,1,6,ㄑㄩㄢ ㄊㄠˋ,quān tào
12360,權位,7,,3,1,4,ㄑㄩㄢˊ ㄨㄟˋ,quán wèi
12361,泉湧,7,,3,1,4,ㄑㄩㄢˊ ㄩㄥˇ,quán yǒng
12362,泉源,7,,5,3,8,ㄑㄩㄢˊ ㄩㄢˊ,quán yuán
12363,卻步,7,,2,1,3,ㄑㄩㄝˋ ㄅㄨˋ,què bù
12364,缺憾,7,,4,3,7,ㄑㄩㄝ ㄏㄢˋ,quē hàn
12365,怯懦,7,,3,0,3,ㄑㄩㄝˋ ㄋㄨㄛˋ,què nuò
12366,雀躍,7,,6,1,7,ㄑㄩㄝˋ ㄩㄝˋ,què yuè
12367,確鑿,7,,4,1,5,ㄑㄩㄝˋ ㄗㄠˊ,què záo
12368,群聚,7,,3,4,7,ㄑㄩㄣˊ ㄐㄩˋ,qún jù
12369,趨前,7,,3,0,3,ㄑㄩㄑㄧㄢˊ,qūqián
12370,繞道,7,,4,2,6,ㄖㄠˋ ㄉㄠˋ,rào dào
12371,饒富,7,,2,1,3,ㄖㄠˊ ㄈㄨˋ,ráo fù
12372,饒恕,7,,3,1,4,ㄖㄠˊ ㄕㄨˋ,ráo shù
12373,繞行,7,,3,2,5,ㄖㄠˋ ㄒㄧㄥˊ,rào xíng
12374,熱誠,7,,6,3,9,ㄖㄜˋ ㄔㄥˊ,rè chéng
12375,惹禍,7,,3,1,4,ㄖㄜˇ ㄏㄨㄛˋ,rě huò
12376,熱淚,7,,3,1,4,ㄖㄜˋ ㄌㄟˋ,rè lèi
12377,熱淚盈眶,7,,3,2,5,ㄖㄜˋ ㄌㄟˋ ㄧㄥˊ ㄎㄨㄤ,rè lèi yíng kuāng
12378,熱戀,7,,3,1,4,ㄖㄜˋ ㄌㄧㄢˋ,rè liàn
12379,熱絡,7,,4,4,8,ㄖㄜˋ ㄌㄨㄛˋ,rè luò
12380,惹惱,7,,3,1,4,ㄖㄜˇ ㄋㄠˇ,rě nǎo
12381,熱騰騰,7,,5,7,12,ㄖㄜˋ ㄊㄥˊ ㄊㄥˊ,rè téng téng
12382,人本,7,,5,2,7,ㄖㄣˊ ㄅㄣˇ,rén běn
12383,人稱,7,,3,1,4,ㄖㄣˊ ㄔㄥ,rén chēng
12384,人和,7,,4,2,6,ㄖㄣˊ ㄏㄜˊ,rén hé
12385,人跡,7,,3,1,4,ㄖㄣˊ ㄐㄧ,rén jī
12386,人來人往,7,,2,1,3,ㄖㄣˊ ㄌㄞˊ ㄖㄣˊ ㄨㄤˇ,rén lái rén wǎng
12387,人面,7,,3,6,9,ㄖㄣˊ ㄇㄧㄢˋ,rén miàn
12388,認命,7,,4,6,10,ㄖㄣˋ ㄇㄧㄥˋ,rèn mìng
12389,人品,7,,5,2,7,ㄖㄣˊ ㄆㄧㄣˇ,rén pǐn
12390,忍氣吞聲,7,,3,0,3,ㄖㄣˇ ㄑㄧˋ ㄊㄨㄣ ㄕㄥ,rěn qì tūn shēng
12391,人像,7,,3,1,4,ㄖㄣˊ ㄒㄧㄤˋ,rén xiàng
12392,人心惶惶,7,,2,3,5,ㄖㄣˊ ㄒㄧㄣ ㄏㄨㄤˊ ㄏㄨㄤˊ,rén xīn huáng huáng
12393,人煙,7,,5,3,8,ㄖㄣˊ ㄧㄢ,rén yān
12394,人云亦云,7,,3,1,4,ㄖㄣˊ ㄩㄣˊ ㄧˋ ㄩㄣˊ,rén yún yì yún
